2022-12-6T14:13:41,584.32,26.07,63.26,575,24.58,61.99,109.69,25.78,58.87
2022-12-6T14:13:51,588.28,26.04,63.27,566,24.56,61.96,109.33,25.79,58.83
2022-12-6T14:14:1,583.77,26.01,63.35,560,24.57,61.92,109.69,25.81,58.78
2022-12-6T14:14:11,579.97,26.03,63.39,556,24.59,61.87,109.26,25.82,58.73
2022-12-6T14:14:21,573.84,26.05,63.33,553,24.59,61.86,109.05,25.83,58.71
2022-12-6T14:14:31,573.18,26.08,63.25,552,24.58,61.84,109.69,25.83,58.72
2022-12-6T14:14:41,578.15,26.05,63.22,551,24.59,61.81,109.33,25.84,58.74
2022-12-6T14:14:51,582.37,26.03,63.44,550,24.59,61.79,109.48,25.84,58.71
2022-12-6T14:15:0,583.37,26.03,63.47,547,24.60,61.76,108.77,25.85,58.76
2022-12-6T14:15:10,582.86,26.00,63.53,546,24.59,61.81,108.98,25.85,58.74
2022-12-6T14:15:20,575.39,26.01,63.55,546,24.63,61.82,109.26,25.86,58.82
2022-12-6T14:15:30,562.69,26.12,63.23,546,24.63,61.76,110.05,25.86,58.64
2022-12-6T14:15:40,569.74,26.08,63.11,545,24.63,61.79,109.84,25.87,58.61
2022-12-6T14:15:50,569.95,26.04,63.22,546,24.61,61.67,108.91,25.87,58.62
2022-12-6T14:16:0,571.64,26.07,63.23,546,24.61,61.68,108.98,25.87,58.58
2022-12-6T14:16:10,568.80,26.03,63.31,547,24.63,61.70,108.98,25.88,58.57
2022-12-6T14:16:20,562.32,26.10,63.39,546,24.63,61.67,108.48,25.89,58.56
2022-12-6T14:16:30,562.59,26.16,63.21,547,24.66,61.87,108.62,25.90,59.21
2022-12-6T14:16:39,556.77,26.28,63.42,546,24.66,61.85,108.55,25.91,59.21
2022-12-6T14:16:49,564.66,26.18,62.89,545,24.64,61.77,107.58,25.92,58.67
2022-12-6T14:16:59,594.21,26.03,63.15,545,24.62,61.77,107.03,25.93,58.54
2022-12-6T14:17:9,585.96,26.05,63.29,544,24.63,61.76,106.96,25.93,58.56
2022-12-6T14:17:19,574.68,26.05,63.43,544,24.62,61.81,107.65,25.93,58.61
2022-12-6T14:17:29,569.98,26.05,63.50,544,24.63,61.84,108.55,25.93,58.64
2022-12-6T14:17:39,566.75,26.04,63.49,545,24.61,61.81,107.65,25.93,58.66
2022-12-6T14:17:49,567.49,26.03,63.50,546,24.61,61.84,107.17,25.93,58.67
2022-12-6T14:17:59,565.36,26.00,63.56,546,24.61,61.89,107.44,25.91,58.73
2022-12-6T14:18:9,564.82,26.01,63.55,547,24.60,61.85,107.37,25.90,58.81
2022-12-6T14:18:18,564.72,25.99,63.61,549,24.61,61.83,106.15,25.89,58.80
2022-12-6T14:18:29,561.86,26.03,63.58,550,24.61,61.81,106.01,25.88,58.82
2022-12-6T14:18:38,554.44,26.05,63.48,549,24.61,61.79,105.54,25.87,58.79
2022-12-6T14:18:48,547.94,26.14,63.33,549,24.61,61.82,105.68,25.87,58.84
2022-12-6T14:18:58,547.02,26.14,63.35,550,24.61,61.93,105.94,25.86,58.89
2022-12-6T14:19:8,550.74,26.17,63.20,551,24.60,61.88,105.81,25.86,58.91
2022-12-6T14:19:18,563.72,26.12,63.14,552,24.57,61.89,104.95,25.86,58.82
2022-12-6T14:19:28,614.51,26.03,63.28,553,24.56,61.89,104.36,25.86,58.78
2022-12-6T14:19:38,615.26,25.99,63.42,553,24.56,61.91,104.23,25.85,58.77
2022-12-6T14:19:48,613.82,25.94,63.66,553,24.57,61.87,104.49,25.85,58.84
2022-12-6T14:19:58,591.33,25.99,63.79,553,24.58,61.94,104.75,25.84,58.95
2022-12-6T14:20:8,599.39,26.00,63.76,555,24.57,61.92,105.01,25.83,58.97
2022-12-6T14:20:18,612.77,25.99,63.71,556,24.58,61.88,104.62,25.83,58.99
2022-12-6T14:20:28,602.05,25.96,63.68,557,24.59,61.86,103.59,25.82,58.95
2022-12-6T14:20:37,630.34,25.87,63.76,557,24.60,61.89,103.46,25.82,58.97
2022-12-6T14:20:47,621.75,25.89,63.88,556,24.60,61.82,103.39,25.82,58.94
2022-12-6T14:20:57,606.65,25.89,63.77,556,24.62,61.83,103.59,25.82,58.89
2022-12-6T14:21:7,598.13,25.96,64.16,557,24.60,61.81,102.89,25.83,58.89
2022-12-6T14:21:17,596.39,25.99,63.65,558,24.65,61.82,103.14,25.84,58.83
2022-12-6T14:21:27,596.36,26.07,63.55,560,24.66,61.80,102.57,25.85,58.84
2022-12-6T14:21:37,598.32,26.10,63.39,562,24.65,61.80,102.57,25.86,58.77
2022-12-6T14:21:47,604.82,26.05,63.29,563,24.63,61.78,102.07,25.86,58.73
2022-12-6T14:21:57,609.97,26.04,63.44,564,24.64,61.80,102.51,25.87,58.79
2022-12-6T14:22:7,607.80,25.96,63.62,564,24.65,61.78,102.70,25.86,58.89
2022-12-6T14:22:16,603.98,26.01,63.76,567,24.64,61.81,102.38,25.84,59.06
2022-12-6T14:22:26,596.97,26.01,63.57,570,24.65,61.80,101.95,25.84,59.02
2022-12-6T14:22:36,599.01,25.99,63.57,573,24.65,61.80,102.13,25.84,58.99
2022-12-6T14:22:46,595.53,26.00,63.50,575,24.66,61.75,101.51,25.83,58.94
2022-12-6T14:22:56,595.09,26.01,63.58,574,24.65,61.81,102.82,25.82,58.98
2022-12-6T14:23:6,599.69,25.94,63.93,574,24.64,61.83,101.89,25.82,59.17
2022-12-6T14:23:16,597.82,25.94,63.86,575,24.68,61.87,102.51,25.81,59.14
2022-12-6T14:23:26,597.72,25.96,64.00,573,24.67,61.85,101.82,25.81,59.25
2022-12-6T14:23:36,598.18,25.96,63.95,573,24.67,61.83,102.07,25.81,59.16
2022-12-6T14:23:45,587.11,26.07,63.66,576,24.68,61.80,101.76,25.82,59.04
2022-12-6T14:23:55,595.23,26.03,63.54,575,24.69,61.75,101.95,25.83,58.95
2022-12-6T14:24:5,597.31,26.00,63.64,575,24.72,61.73,102.82,25.84,58.97
2022-12-6T14:24:15,600.47,26.01,63.76,575,24.74,61.73,102.89,25.86,58.97
2022-12-6T14:24:25,592.79,26.01,63.62,575,24.75,61.69,103.65,25.87,58.91
2022-12-6T14:24:35,589.15,25.99,63.66,576,24.78,61.67,103.84,25.88,58.84
2022-12-6T14:24:45,583.65,26.01,63.69,576,24.76,61.57,103.33,25.90,58.79
2022-12-6T14:24:55,590.20,25.96,63.70,576,24.79,61.56,103.27,25.92,58.75
2022-12-6T14:25:5,594.91,25.97,63.82,576,24.83,61.52,103.14,25.94,58.70
2022-12-6T14:25:14,595.67,25.94,63.77,576,24.81,61.49,103.78,25.95,58.65
2022-12-6T14:25:24,591.64,25.94,63.80,576,24.81,61.47,103.97,25.97,58.65
2022-12-6T14:25:34,586.78,26.03,63.70,576,24.86,61.42,103.91,25.98,58.61
2022-12-6T14:25:44,587.60,26.03,63.73,577,24.84,61.43,102.95,25.99,58.56
2022-12-6T14:25:54,584.17,26.04,63.54,577,24.84,61.46,103.33,26.00,58.52
2022-12-6T14:26:4,585.55,26.01,63.54,578,24.84,61.36,102.63,26.00,58.52
2022-12-6T14:26:14,586.36,26.03,63.58,578,24.83,61.47,102.07,26.00,58.57
2022-12-6T14:26:24,586.22,25.99,63.96,578,24.81,61.47,103.52,25.99,58.84
2022-12-6T14:26:34,590.65,25.94,64.11,578,24.82,61.50,104.56,25.99,58.82
2022-12-6T14:26:44,586.87,26.00,64.07,578,24.83,61.49,105.21,25.98,58.84
2022-12-6T14:26:53,590.21,25.99,64.04,578,24.84,61.51,103.52,25.97,58.91
2022-12-6T14:27:3,588.32,26.01,63.85,580,24.84,61.51,103.84,25.96,58.91
2022-12-6T14:27:13,585.68,26.00,63.75,581,24.84,61.51,103.08,25.95,58.87
2022-12-6T14:27:23,587.64,26.01,63.68,581,24.85,61.49,103.08,25.95,58.87
2022-12-6T14:27:33,589.45,26.01,63.68,582,24.84,61.52,102.45,25.95,58.86
2022-12-6T14:27:43,589.96,26.00,63.89,582,24.85,61.53,103.27,25.95,58.92
2022-12-6T14:27:53,589.48,25.99,64.00,581,24.86,61.50,103.27,25.95,58.93
2022-12-6T14:28:3,588.06,25.99,63.96,582,24.89,61.44,103.33,25.95,58.96
2022-12-6T14:28:13,589.43,25.99,64.01,581,24.90,61.43,102.82,25.94,58.98
2022-12-6T14:28:23,586.75,26.08,63.86,582,24.91,61.34,102.76,25.94,58.92
2022-12-6T14:28:32,585.97,26.01,63.68,582,24.93,61.33,102.57,25.94,58.85
2022-12-6T14:28:43,592.90,25.96,63.76,582,24.94,61.30,101.89,25.94,58.84
2022-12-6T14:28:52,589.94,26.03,63.81,582,24.93,61.28,102.32,25.95,58.80
2022-12-6T14:29:2,586.14,26.05,63.83,582,24.94,61.32,102.20,25.97,58.83
2022-12-6T14:29:12,587.20,26.04,63.71,583,24.93,61.30,102.13,25.98,58.76
2022-12-6T14:29:22,588.76,26.11,63.60,584,24.94,61.30,102.32,25.99,58.71
2022-12-6T14:29:32,589.62,26.11,63.54,583,24.96,61.27,101.70,26.01,58.65
2022-12-6T14:29:42,586.07,26.17,63.48,583,24.97,61.21,102.01,26.02,58.62
2022-12-6T14:29:52,585.13,26.17,63.34,582,24.97,61.19,102.32,26.03,58.56
2022-12-6T14:30:2,587.03,26.14,63.39,581,24.97,61.19,103.20,26.04,58.55
2022-12-6T14:30:12,586.57,26.14,63.55,581,24.97,61.20,103.71,26.05,58.57
2022-12-6T14:30:21,584.17,26.11,63.64,581,25.01,61.22,103.84,26.05,58.77
2022-12-6T14:30:31,584.14,26.12,63.69,582,25.04,61.23,103.78,26.05,58.81
2022-12-6T14:30:41,587.29,26.17,63.61,585,25.04,61.21,103.91,26.07,58.80
2022-12-6T14:30:51,587.05,26.20,63.45,590,25.06,61.19,104.04,26.08,58.64
2022-12-6T14:31:1,590.76,26.16,63.32,590,25.06,61.13,103.27,26.10,58.51
2022-12-6T14:31:11,592.05,26.14,63.35,592,25.04,61.09,103.59,26.11,58.43
2022-12-6T14:31:21,590.68,26.14,63.67,594,25.07,61.07,103.27,26.12,58.45
2022-12-6T14:31:31,591.42,26.17,63.78,594,25.03,61.05,103.59,26.12,58.44
2022-12-6T14:31:41,590.95,26.17,63.52,593,25.04,61.00,102.89,26.13,58.42
2022-12-6T14:31:51,593.37,26.16,63.44,593,25.03,61.09,103.33,26.14,58.40
2022-12-6T14:32:0,592.01,26.16,63.37,593,25.05,61.01,103.65,26.14,58.40
2022-12-6T14:32:10,591.77,26.18,63.34,592,25.04,61.04,103.33,26.14,58.37
2022-12-6T14:32:20,593.99,26.12,63.39,591,25.02,61.01,103.33,26.13,58.37
2022-12-6T14:32:30,601.41,26.07,63.71,591,25.02,61.03,102.82,26.12,58.54
2022-12-6T14:32:40,597.46,26.05,63.94,590,25.02,61.15,103.59,26.10,58.71
2022-12-6T14:32:50,589.77,26.08,63.92,590,25.03,61.14,103.08,26.09,58.80
2022-12-6T14:33:0,585.57,26.10,63.76,591,25.03,61.19,102.89,26.09,58.75
2022-12-6T14:33:10,585.24,26.11,63.52,591,25.03,61.15,102.70,26.09,58.65
2022-12-6T14:33:20,588.16,26.10,63.45,591,25.01,61.11,103.33,26.09,58.56
2022-12-6T14:33:30,593.00,26.05,63.62,590,25.00,61.09,102.45,26.08,58.54
2022-12-6T14:33:39,581.16,26.14,63.85,590,25.01,61.16,102.38,26.08,58.78
2022-12-6T14:33:50,569.78,26.20,63.83,592,25.01,61.29,102.32,26.07,58.94
2022-12-6T14:33:59,568.79,26.25,63.53,592,25.01,61.27,102.13,26.07,58.79
2022-12-6T14:34:9,578.10,26.20,63.45,593,25.02,61.13,102.38,26.07,58.70
2022-12-6T14:34:19,568.03,26.25,63.48,593,24.97,61.18,102.95,26.07,58.67
2022-12-6T14:34:29,568.66,26.35,63.39,593,25.00,61.19,103.52,26.07,58.73
2022-12-6T14:34:39,567.76,26.32,63.23,592,25.04,61.10,103.65,26.08,58.70
2022-12-6T14:34:49,582.15,26.25,63.16,591,25.01,61.10,103.14,26.09,58.59
2022-12-6T14:34:59,616.84,26.14,63.51,591,25.03,61.17,103.71,26.09,58.62
2022-12-6T14:35:9,576.46,26.11,63.69,589,25.00,61.05,104.17,26.08,58.64
2022-12-6T14:35:19,558.40,26.12,63.65,589,25.05,61.07,103.59,26.07,58.70
2022-12-6T14:35:28,558.28,26.08,63.79,589,25.02,61.16,103.59,26.05,58.80
2022-12-6T14:35:38,584.83,25.99,63.88,588,24.99,61.13,103.33,26.03,58.84
2022-12-6T14:35:48,578.71,25.97,63.92,588,25.00,61.13,103.71,26.02,58.85
2022-12-6T14:35:58,568.48,26.01,63.95,586,25.00,61.16,103.59,26.00,58.87
2022-12-6T14:36:8,553.88,26.03,63.88,583,24.99,61.09,105.08,26.00,58.86
2022-12-6T14:36:18,552.84,26.08,63.76,583,25.01,61.07,105.48,26.00,58.77
2022-12-6T14:36:28,554.04,26.05,63.73,582,25.03,61.05,105.15,26.01,58.73
2022-12-6T14:36:38,554.66,26.04,63.73,581,25.03,61.02,103.46,26.02,58.69
2022-12-6T14:36:48,559.21,25.99,63.95,582,25.04,61.00,103.52,26.02,58.75
2022-12-6T14:36:58,560.42,26.03,63.93,581,25.07,60.99,103.91,26.01,58.84
2022-12-6T14:37:7,567.89,26.05,63.85,581,25.07,60.99,103.27,26.01,58.81
2022-12-6T14:37:17,570.78,26.00,63.84,581,25.08,60.99,103.14,26.01,58.81
2022-12-6T14:37:27,566.49,26.04,63.86,581,25.08,60.92,103.08,26.01,58.79
2022-12-6T14:37:37,565.05,26.07,63.80,580,25.09,60.91,102.89,26.01,58.74
2022-12-6T14:37:47,566.25,26.04,63.77,580,25.07,60.93,103.01,26.01,58.77
2022-12-6T14:37:57,574.32,26.01,63.83,580,25.04,61.02,102.70,26.00,58.82
2022-12-6T14:38:7,591.81,25.91,64.05,579,25.04,60.99,102.70,25.99,58.89
2022-12-6T14:38:17,586.36,25.93,64.07,579,25.05,60.99,102.95,25.98,58.94
2022-12-6T14:38:27,575.87,25.94,64.02,579,25.06,60.97,102.95,25.97,58.92
2022-12-6T14:38:37,568.45,25.99,64.04,579,25.08,60.92,102.32,25.98,58.87
2022-12-6T14:38:46,560.59,25.97,63.96,578,25.08,60.95,102.89,25.99,58.83
2022-12-6T14:38:56,560.66,26.04,63.91,579,25.11,60.84,102.38,26.00,58.75
2022-12-6T14:39:5,554.19,26.08,63.85,579,25.13,60.83,102.32,26.02,58.72
2022-12-6T14:39:15,551.31,26.16,63.66,580,25.13,60.84,102.38,26.04,58.58
2022-12-6T14:39:25,568.58,26.08,63.87,580,25.13,60.88,102.20,26.05,58.70
2022-12-6T14:39:35,579.73,26.05,63.71,581,25.16,60.81,102.07,26.05,58.67
2022-12-6T14:39:45,585.05,26.04,63.71,580,25.18,60.75,103.01,26.06,58.62
2022-12-6T14:39:55,583.88,26.05,63.72,581,25.15,60.69,103.39,26.07,58.58
2022-12-6T14:40:5,583.06,26.04,63.67,581,25.17,60.68,103.71,26.08,58.50
2022-12-6T14:40:15,577.41,26.10,63.57,582,25.20,60.65,103.46,26.09,58.44
2022-12-6T14:40:25,580.12,26.11,63.85,581,25.22,60.54,103.39,26.10,58.43
2022-12-6T14:40:34,580.23,26.14,63.48,581,25.22,60.47,103.84,26.10,58.36
2022-12-6T14:40:44,586.86,26.14,63.49,581,25.18,60.44,103.52,26.10,58.35
2022-12-6T14:40:54,597.77,26.07,63.45,580,25.19,60.43,103.59,26.10,58.38
2022-12-6T14:41:4,596.24,26.04,63.67,580,25.18,60.46,103.46,26.09,58.43
2022-12-6T14:41:14,585.19,26.11,63.53,579,25.19,60.47,104.10,26.09,58.39
2022-12-6T14:41:24,572.95,26.18,63.38,578,25.14,60.49,104.88,26.10,58.38
2022-12-6T14:41:34,563.79,26.25,63.24,579,25.19,60.42,104.36,26.11,58.34
2022-12-6T14:41:44,592.93,26.18,63.16,578,25.16,60.45,104.23,26.11,58.27
2022-12-6T14:41:54,612.65,26.04,63.38,577,25.16,60.48,104.17,26.11,58.27
2022-12-6T14:42:4,597.79,26.01,63.64,576,25.16,60.48,104.10,26.11,58.35
2022-12-6T14:42:13,594.08,26.08,63.80,576,25.15,60.54,104.36,26.12,58.36
2022-12-6T14:42:23,594.88,26.11,63.50,576,25.16,60.48,104.62,26.13,58.31
2022-12-6T14:42:33,595.54,26.05,63.62,576,25.14,60.56,104.36,26.13,58.30
2022-12-6T14:42:43,586.40,26.07,63.70,576,25.15,60.58,103.84,26.13,58.37
2022-12-6T14:42:53,583.15,26.05,63.67,577,25.15,60.56,103.39,26.12,58.42
2022-12-6T14:43:3,585.68,26.03,63.69,577,25.13,60.57,103.91,26.11,58.51
2022-12-6T14:43:13,586.97,26.08,63.70,576,25.14,60.56,104.17,26.09,58.55
2022-12-6T14:43:23,600.09,26.03,63.56,576,25.11,60.56,105.21,26.08,58.48
2022-12-6T14:43:33,599.15,25.97,63.80,576,25.05,60.67,104.95,26.07,58.55
2022-12-6T14:43:43,569.28,26.05,63.78,573,25.00,60.73,104.88,26.05,58.67
2022-12-6T14:43:52,557.01,26.11,63.73,573,25.00,60.79,104.56,26.03,58.75
2022-12-6T14:44:3,557.35,26.11,63.53,573,25.06,60.80,103.97,26.02,58.73
2022-12-6T14:44:12,549.84,26.21,63.41,573,25.02,60.84,104.36,26.01,58.75
2022-12-6T14:44:22,549.31,26.21,63.33,572,25.01,60.85,104.49,26.01,58.71
2022-12-6T14:44:32,562.25,26.16,63.26,572,25.04,60.84,104.23,26.01,58.68
2022-12-6T14:44:42,555.39,26.27,63.33,572,25.00,60.81,103.71,26.02,58.66
2022-12-6T14:44:52,558.61,26.31,63.11,573,24.96,60.86,104.56,26.01,58.63
2022-12-6T14:45:2,558.24,26.32,63.12,573,24.98,60.93,104.17,26.02,58.61
2022-12-6T14:45:12,569.27,26.27,63.04,572,24.98,60.91,104.69,26.02,58.58
2022-12-6T14:45:22,578.58,26.20,63.16,571,24.97,60.91,104.56,26.03,58.55
2022-12-6T14:45:32,574.63,26.21,63.22,570,24.97,60.96,104.10,26.04,58.50
2022-12-6T14:45:41,578.34,26.20,63.29,570,24.97,60.93,103.65,26.05,58.51
2022-12-6T14:45:51,580.60,26.17,63.39,570,24.97,60.96,103.27,26.06,58.49
2022-12-6T14:46:1,576.86,26.21,63.33,570,24.95,60.97,103.52,26.07,58.46
2022-12-6T14:46:11,588.75,26.17,63.29,569,24.96,60.93,102.82,26.08,58.41
2022-12-6T14:46:21,588.13,26.11,63.41,569,24.97,60.96,102.26,26.09,58.40
2022-12-6T14:46:31,591.58,26.17,63.47,570,24.96,60.98,102.07,26.09,58.42
2022-12-6T14:46:41,592.75,26.11,63.41,571,24.98,60.96,102.26,26.09,58.43
2022-12-6T14:46:51,595.51,26.04,63.52,571,24.98,60.95,102.95,26.09,58.45
2022-12-6T14:47:1,577.70,26.18,63.58,571,24.95,60.94,102.82,26.08,58.50
2022-12-6T14:47:11,543.61,26.27,63.28,571,24.95,60.98,103.71,26.08,58.49
2022-12-6T14:47:20,577.11,26.24,63.22,571,24.96,60.97,103.33,26.09,58.47
2022-12-6T14:47:30,600.82,26.21,63.26,571,24.95,60.97,103.33,26.09,58.43
2022-12-6T14:47:40,589.30,26.25,63.28,572,24.95,61.03,102.38,26.10,58.42
2022-12-6T14:47:50,584.81,26.25,63.20,572,24.93,61.05,102.20,26.10,58.42
2022-12-6T14:48:0,594.99,26.25,63.23,572,24.95,61.05,102.57,26.10,58.45
2022-12-6T14:48:10,591.43,26.32,63.23,573,24.95,61.07,102.07,26.10,58.46
2022-12-6T14:48:20,602.57,26.25,63.14,573,24.96,61.02,102.38,26.11,58.44
2022-12-6T14:48:30,599.04,26.24,63.31,573,24.96,61.05,102.20,26.11,58.49
2022-12-6T14:48:40,593.25,26.24,63.36,575,24.97,61.04,102.32,26.10,58.51
2022-12-6T14:48:50,586.88,26.24,63.24,578,24.95,61.10,101.95,26.11,58.51
2022-12-6T14:48:59,591.82,26.18,63.30,579,24.97,61.06,102.20,26.12,58.46
2022-12-6T14:49:10,587.09,26.21,63.33,579,24.99,61.05,101.51,26.13,58.41
2022-12-6T14:49:19,593.00,26.20,63.29,580,24.97,61.09,102.20,26.14,58.37
2022-12-6T14:49:29,599.59,26.23,63.38,581,24.99,61.00,101.89,26.15,58.31
2022-12-6T14:49:39,603.34,26.17,63.36,580,25.01,60.97,101.70,26.16,58.29
2022-12-6T14:49:49,608.20,26.16,63.48,580,25.03,60.97,100.60,26.18,58.24
2022-12-6T14:49:59,597.30,26.18,63.50,580,25.04,60.91,101.21,26.19,58.25
2022-12-6T14:50:9,591.86,26.23,63.46,581,25.04,60.92,101.64,26.20,58.21
2022-12-6T14:50:19,589.46,26.24,63.29,581,25.05,60.87,101.27,26.21,58.16
2022-12-6T14:50:29,588.80,26.30,63.26,581,25.04,60.91,101.21,26.22,58.13
2022-12-6T14:50:39,593.08,26.23,63.20,581,25.05,60.87,100.90,26.23,58.06
2022-12-6T14:50:48,592.36,26.20,63.25,581,25.07,60.84,100.78,26.24,58.07
2022-12-6T14:50:58,596.09,26.21,63.34,582,25.04,60.88,100.84,26.24,58.10
2022-12-6T14:51:8,594.65,26.23,63.40,582,25.04,60.86,101.09,26.24,58.13
2022-12-6T14:51:18,594.62,26.32,63.24,582,25.04,60.86,101.03,26.25,58.15
2022-12-6T14:51:28,601.92,26.28,63.03,583,25.04,60.84,100.96,26.25,58.08
2022-12-6T14:51:38,606.18,26.18,63.21,583,25.07,60.82,101.21,26.26,58.02
2022-12-6T14:51:48,600.77,26.24,63.29,583,25.08,60.77,101.27,26.26,58.04
2022-12-6T14:51:58,617.60,26.16,63.28,583,25.08,60.75,101.27,26.26,58.04
2022-12-6T14:52:8,591.26,26.24,63.37,583,25.12,60.80,101.58,26.26,58.09
2022-12-6T14:52:18,581.20,26.25,63.26,584,25.13,60.77,100.96,26.26,58.04
